gene,pearson_r,spearman_rho,generated_mean,target_mean,generated_variance,target_variance,generated_zero_prop,target_zero_prop,generated_moran_i,target_moran_i
1700057H15Rik,-0.0006381480353815173,-0.002584791883605426,0.006083081227025796,0.011873393838847142,0.0104050767317386,0.012122774511196848,0.995641000618067,0.9883217852379558,0.11691884069655384,0.007762131232413631
2610028E06Rik,0.046126460585577414,0.031076876025460685,0.005302364919813929,0.008197521225724601,0.008397115074921503,0.011058008023524591,0.996031358771673,0.992648254773755,0.12242791223227008,0.009945915365091526
2900052N01Rik,0.09877492487815809,0.0898228134457549,0.07494876549233923,0.11092677531635275,0.15345363014565894,0.14403369103707955,0.9550112227969162,0.9066068117497804,0.3372443198559703,0.04306568473065143
4921534H16Rik,-0.004071081760530495,-0.004532993138874023,0.009173416609739436,0.01863960183468332,0.016701249032770864,0.01946324153895578,0.993786799388439,0.981880875703458,0.040039550569846205,0.009086230912508842
4921539H07Rik,0.42187723301242924,0.3144693998819675,0.04804658273966364,0.055626036888845515,0.11385560643084859,0.11967338332927692,0.9741713021697407,0.9614196024852802,0.7927623251512268,0.25010242948691697
4930426D05Rik,0.025490908075392407,0.03258704010387117,0.011092677531635276,0.01382518460687681,0.021379180799641396,0.017797869182610834,0.9927458443121564,0.9878663673920822,0.08395224363539455,0.019989775938672075
4930438E09Rik,0.005010521021592333,0.0092057453595199,0.004391529228066751,0.006798737841970008,0.007104750774350208,0.006947694082521884,0.9967144855404834,0.9932988516964315,0.1711585876428832,-0.0027246924414863908
4930452B06Rik,0.24952258060626925,0.1648495680006081,0.10084252301486614,0.1390976220682476,0.22014209617954794,0.24648575414041513,0.9431052991119352,0.8985719397547249,0.4715066357654275,0.11242559872755616
4930467D21Rik,0.04804386219260609,0.04502137256965565,0.010344491070557236,0.016557691682118344,0.01856512318531024,0.017649788065910627,0.9928759636966917,0.9840929052405583,0.2096934544217212,0.0028588784081078813
4930509J09Rik,-0.003578981912230493,-0.002741694392844712,0.006343319996096418,0.011417975992973553,0.010466902592644906,0.011873143047611619,0.9953157021567288,0.9888747926222309,0.058648402568818654,0.003279567937476915
5830418P13Rik,0.19871343145937037,0.1599141911298613,0.03438404736345597,0.027747958752155102,0.07178218216505602,0.035110471070695565,0.9792784880127517,0.9754724960150939,0.47651346843844417,0.0736715411913292
6430628N08Rik,0.08948775952522862,0.07868321725452321,0.008392700302527568,0.012393871376988387,0.014763172418654408,0.013476397482355266,0.9941771575420448,0.9881591360072867,0.325057886945845,0.014264543688679764
6530403H02Rik,0.04497696121261902,0.046688949243415254,0.009628834455613026,0.013174587684200254,0.017668581536095008,0.01579858469105982,0.9934615009271006,0.9879639569304837,0.4032554309756888,0.04649477695821236
9330158H04Rik,0.024875607059806744,0.029123302478690067,0.012719169838326664,0.01219869230018542,0.023812719319267733,0.012570361744503825,0.9915747698513386,0.9880290166227513,0.11383744986702665,0.0001804849624213871
9630002D21Rik,0.033148316785508794,0.031750382106825,0.005204775381412446,0.005920431996356657,0.009016207538442093,0.00692633555761905,0.9962590676946098,0.9945675156956507,0.1443255154669099,0.012961344649042951
A2m,0.2013125565058841,0.15308825863813483,0.07956800364334277,0.09345824794248724,0.21526224465993465,0.2904425507844249,0.9624930874076966,0.9415763963436453,0.43226648557263053,0.18542185883903584
A330076C08Rik,0.15974216644575973,0.13743233982472533,0.03337562213330731,0.0309033538271364,0.07090714718748786,0.04400123007923773,0.9801893237044988,0.9743664812465437,0.0959875207546791,0.023494339470274545
A630012P03Rik,0.002717162836555302,0.004624062353483886,0.0031553950749812956,0.0058553723040890016,0.004446632402257594,0.006016265996075849,0.9974301421554276,0.9942422172343125,0.04644315821166708,0.0032970264673204868
A730046J19Rik,0.006500099808357664,0.007323985644708816,0.0066360886113008685,0.015679385836504994,0.01212212478200482,0.01621425900349301,0.9954458215412642,0.9847109723171009,0.16192449787083368,0.009016526892932817
A830009L08Rik,0.05315328593801694,0.05129840118788509,0.01850948245014801,0.02456003383103998,0.035667938729545455,0.0273399425671581,0.9880615464688852,0.9770339286295175,0.44890952768822173,0.035195829331001016
A830019P07Rik,0.0036829575621012463,0.009973268981846676,0.014117953222081259,0.023421489216356006,0.026149858765201466,0.02397893782780893,0.9906639341595914,0.9771315181679191,0.167130951270249,0.00610249707925217
A830036E02Rik,0.5996566469731355,0.5886798534716698,0.31967079795712566,0.45658892033440684,1.4815911996509719,3.2392998898559306,0.9048502000585538,0.8750528609999675,0.5571787506159991,0.3202317336188407
AW551984,0.1920251394282995,0.15829354262965908,0.02615399629159754,0.04007677043687583,0.0561130798276598,0.06150175397101864,0.9844507335480304,0.9676328030968413,0.22188697082266165,0.06355893354091617
Abca8a,0.21049003346291523,0.1935080262987333,0.14765297160144433,0.11596890146709606,0.35577252405271265,0.19529523653332231,0.9249211151231255,0.9158778178979213,0.23888934664083833,0.04664380170852605
Abcc9,0.1304599313035566,0.12785321196283492,0.20139227741452784,0.24836537523177515,1.1807091640003047,2.684777019619158,0.9504570443381802,0.9354282554243518,0.10373424017847918,0.0031472203759703677
Abhd12b,0.1455386191998071,0.08233076058454024,0.010669789531895514,0.0183793630656127,0.025584734037105334,0.04217870791021696,0.9936241501577697,0.986207345239257,0.17057148747631348,0.031722760781027266
Abi3bp,0.10471430160275037,0.09919889543020911,0.038092449822712336,0.04232132982010995,0.07866997629417868,0.064016783771001,0.9770664584756514,0.9650954750984028,0.33410608731613267,0.04559823810240775
Acsbg1,0.6010821105356485,0.43685505092054805,1.731596239549787,2.2560749487654923,11.242848331959062,18.140079307873464,0.6019648027064832,0.5082463159949253,0.22301714711418796,0.06580591189059715
Acta2,0.3179857730198532,0.21938407084532016,0.2985263979701376,0.35581145701180833,4.316626760541882,9.873853624900345,0.9636316320223806,0.9529943723366189,0.6469383550546958,0.2501113425369745
Actn2,0.5707209836206119,0.4349137084179302,0.20916691064051268,0.31283953026902184,0.6271447501572972,1.0880069691092362,0.9068995803649849,0.8529976253212322,0.551873129640654,0.29955517966538553
Acvr1c,0.14805945740797627,0.13935952017457442,0.04687550827884584,0.04921765720048144,0.1013451869677288,0.06488187387053945,0.9727399889398524,0.9579389089489607,0.37840671422088884,0.06412218359413575
Adad1,0.004568904437197243,0.00309574088201373,0.0078071630721186685,0.01307699814579877,0.013211225427382664,0.013296348418903804,0.9944373963111155,0.9871181809310042,0.06980636662637668,0.0035715394220731736
Adam12,0.19304214098933362,0.15635211421866943,0.05061644058423603,0.07898246641293387,0.11578155617757255,0.14658698713584706,0.9720243323249081,0.9448293809570281,0.32284312359394607,0.08855226207294174
Adam18,0.039986316812679,0.037449701813903793,0.01307699814579877,0.019062489834423085,0.02604804810332526,0.023383409159003506,0.9916723593897401,0.9827591815490713,0.09842201149983565,0.021988086996490634
