density_gap,density_name,target_slice,lower_ref_slice,upper_ref_slice,target_z,z0,z1,tau,ref_z_gap,n_spots,n_genes,random_seed,n_label_support_records,label_support_labels,mean_corr,var_corr,moran_corr,zero_ks,median_gene_pearson,median_gene_spearman,generated_h5ad,per_gene_metrics_csv,per_class_metrics_csv,z_regularized
5,medium_gap5,81,79,83,6.881643083604378,6.65887666335458,7.123150291571466,0.47981708783539184,0.464273628216886,30439,1122,52041,1,['16 HY MM Glut'],0.9464467975060425,0.9472542927539388,0.7340475482055351,0.0962566844919786,0.1648545790692435,0.14984131729981645,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,86,84,88,7.463723138174608,7.241918582121226,7.705381682710589,0.47858083150810415,0.46346310058936346,30109,1122,52042,1,['15 HY Gnrh1 Glut'],0.8903925551131898,0.8788994726391973,0.6905511729312045,0.06417112299465241,0.18124850526441239,0.15811766719801915,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,91,89,93,8.008105978096916,7.829530186905023,8.185945600337185,0.5010327400610078,0.35641541343216154,26059,1122,52043,1,['17 MH-LH Glut'],0.9650667209303047,0.9777297084567753,0.7196333884292114,0.06951871657754011,0.17289662683767704,0.15006637900086575,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,96,93,98,8.469022199413168,8.185945600337185,8.62772561536686,0.6407637046618515,0.4417800150296749,28442,1122,52044,0,[],0.953572290117734,0.921417531186084,0.8009403750361745,0.23440285204991088,0.20462039759321685,0.17365522360453328,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,101,99,103,8.854363135565341,8.700621913794583,9.00323361320135,0.5080478450507653,0.3026116994067678,25528,1122,52045,1,['16 HY MM Glut'],0.9693622778249861,0.9366496708623895,0.7256234653564784,0.0374331550802139,0.14886541087255645,0.13251760110080568,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,106,104,108,9.307552976701205,9.105147497678178,9.526473194749263,0.48040145766109554,0.4213256970710848,27169,1122,52046,0,[],0.9746027049707555,0.9583477336793754,0.7888757280540725,0.14260249554367202,0.1945428357370837,0.1639567708815346,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,111,109,113,9.847676327766404,9.61896123979121,10.049057905517174,0.5317760080495957,0.43009666572596394,20936,1122,52047,0,[],0.9677525435335372,0.9446255820933609,0.719464394125745,0.05614973262032086,0.1187281822783095,0.10647825313269335,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,116,114,118,10.354266571312971,10.140123047511644,10.495086984975336,0.6032824780213948,0.35496393746369215,19003,1122,52048,1,['09 CNU-LGE GABA'],0.9751239348121292,0.9591809022296979,0.7476209500245748,0.17736185383244207,0.13697281982651766,0.1185251466437246,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,121,119,123,10.702504977376009,10.566925187964772,10.839640834128694,0.49714708825229365,0.2727156461639222,18805,1122,52049,0,[],0.9479358987164825,0.8530986438100104,0.7705796388910569,0.19875222816399288,0.09623388332081886,0.08222760186309239,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,126,124,128,11.067791421558011,10.90692310068724,11.240226239367429,0.48264868284102,0.3333031386801881,20175,1122,52050,1,['04 DG-IMN Glut'],0.9876486082623848,0.9496042250737371,0.7620182492712505,0.058823529411764705,0.07661326534577163,0.06861205743754706,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,131,129,133,11.533454649051524,11.342749333955492,11.73825169874688,0.48218501853110673,0.39550236479138867,16997,1122,52051,0,[],0.9170163948246848,0.8787683108171447,0.6573722699589697,0.13636363636363635,0.08637977506546979,0.07576668616271162,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,136,134,138,12.046132738254242,11.869766509587777,12.2200936990025,0.503432887870086,0.35032718941472396,14630,1122,52052,1,['01 IT-ET Glut'],0.9873718695303034,0.9484152896037615,0.6084960983144516,0.09536541889483066,0.10132361855774316,0.08716617333809319,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,141,139,143,12.557298711671177,12.308456643099264,12.757739820419143,0.5538646473619079,0.4492831773198791,10682,1122,52053,2,"['09 CNU-LGE GABA', '11 CNU-HYa GABA']",0.9268837431985363,0.7716154584718288,0.7124985969268472,0.3244206773618538,0.07420859871556659,0.0676290347114081,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
5,medium_gap5,146,144,148,13.057739820419144,12.857739820419145,13.25773982041914,0.5000000000000044,0.399999999999995,14027,1122,52054,2,"['01 IT-ET Glut', '11 CNU-HYa GABA']",0.9700142335378437,0.9759326670258132,0.7872579899233663,0.15418894830659535,0.0841416213831095,0.07860194355683787,generated_z_regularized.h5ad,per_gene_metrics_z_regularized.csv,per_class_metrics_z_regularized.csv,True
