gene,generated_moran_i,target_moran_i
1700057H15Rik,0.14470579476208167,0.0010038661654888372
2610028E06Rik,0.06091622775013777,-0.003256069986081526
2900052N01Rik,0.09623891837955487,0.010483940797460279
4921534H16Rik,0.12762610181725675,0.002033711901038115
4921539H07Rik,0.10757910193845907,0.008597772639676047
4930426D05Rik,0.07653300253975294,0.05004122380771629
4930438E09Rik,0.17206802828234702,0.002728786506080177
4930452B06Rik,0.10259379027505593,0.016154335996297134
4930467D21Rik,0.2107020634732925,0.00010407299092897846
4930509J09Rik,0.11335515395115467,-0.00039976893823014825
5830418P13Rik,0.0985111914194158,-0.0032080710038480593
6430628N08Rik,0.17075526152201112,0.009765841933859865
6530403H02Rik,0.08325157534421662,0.00622221041257081
9330158H04Rik,0.04159081490691096,0.009232251911363504
9630002D21Rik,0.03792790089958705,-0.0017459774049987532
A2m,0.2973043519172692,0.2038201239061276
A330076C08Rik,0.05809488167480898,0.014636127329163176
A630012P03Rik,0.08699342302025818,0.0017853855727654065
A730046J19Rik,0.12932349205846913,0.0026813355523909676
A830009L08Rik,0.05287060459476373,0.005882440957788111
A830019P07Rik,0.07297909943136707,0.0022000748025436164
A830036E02Rik,0.10008470592708905,0.01333974947767111
AW551984,0.11216835368111915,0.11097994875955884
Abca8a,0.16057603776756424,0.03708874461809494
Abcc9,0.14224724211776546,-0.004083746562993501
Abhd12b,0.22865511996961901,-0.007633807756956994
Abi3bp,0.2577152170771058,0.09820881444925775
Acsbg1,0.18709652071821653,0.16431199882783395
Acta2,0.5240226302451049,0.23132898555297218
Actn2,0.10588378663023089,0.03714159070052261
Acvr1c,0.11357740759797949,-0.0006691973917975995
Adad1,0.10413617075193765,-0.005328935559145715
Adam12,0.30163119299400987,0.04196370247020982
Adam18,0.09402219838792787,0.010502751144233335
Adam33,0.11014816293021708,0.014106255262837016
Adamts12,0.08579060952405196,-0.0008567520927871084
Adamts16,0.3491435273907345,0.1753407991478282
Adamts18,0.24173705799848533,0.0670619652539546
Adamts19,0.11287156350899498,0.006276835270714975
Adamts2,0.38077310343077236,0.04011770648068211
Adamts9,0.15651243324467068,0.010853932132730079
Adamtsl1,0.282628303145509,0.07181713462989689
Adamtsl3,0.369134796231755,0.034367704688481784
Adcy2,0.1462572763534598,0.09250300443386361
Adcy7,0.12660825919192378,0.037197685793611004
Adcy8,0.2393363363357904,0.08983157389833701
Adcyap1,0.1444362818319256,0.10127995163266361
Adgrd1,0.07501011508635784,-0.00036509002259869087
Adgrf5,0.07193337131160901,0.02649609393971681
Adgrg2,0.12916639809598168,0.007495408631771762
Adgrg6,0.21774849148466136,0.049222420135580106
Adgrl2,0.19284034210927,0.07459927649173902
Adgrv1,0.3861120289998914,0.1685865006233201
Adh5,0.21457091141054083,0.03584926254492097
Adora1,0.42051510699627553,0.12299651988815516
Adora2a,0.23630073416933842,-0.0019843101541792605
Adra1a,0.08745342354156381,0.03585696070717055
Adra1b,0.1982660582793444,0.029558578547953115
Adra2a,0.1428339965468619,0.08288840465951272
Aff2,0.11541470481754357,0.021520982786811523
Agt,0.21853301432063013,0.12365279525067471
Agtr1a,0.09289279561819004,-0.002184650344438236
Agtr2,0.09465972586232228,0.008779498434990962
Akain1,0.1869641263343269,0.07821149535901517
Akr7a5,0.22574659413569617,0.0324260948093462
Aldh1a3,0.11739287919873675,0.015685778559579297
Aldh1l1,0.16950271078155552,0.1112621994029444
Aldh3b2,0.19888503395306,0.006515565276127025
Alk,0.09724346145444779,0.07839172554758478
Alox8,0.11342849007164026,0.024338056756880146
Alpk2,0.10564630111971643,0.010712083538382907
Amigo2,0.3155689759414983,0.03908970908748184
Angpt1,0.1855083503339144,0.017769896558361285
Ankfn1,0.13470132978469218,0.04476270518449673
Ankrd63,0.08252689224476678,-0.0024476141232480674
Ano1,0.2969343683463735,0.02692257278576669
Ano2,0.1378255798369026,0.15240715479068967
Antxr2,0.17768000291503533,0.019480942075052545
Anxa2,0.388356527089287,0.10796127871997781
Apela,0.06847479995889852,0.0030461626528184176
Apex1,0.13842041312388892,0.022673053408927585
Apold1,0.08059526387367769,0.0017004603007915022
Aqp1,0.3709322263757047,0.15960089678407646
Aqp4,0.22975469044710672,0.07931510557635041
Aqp6,0.23638895289725825,0.06064289731098286
Ar,0.1705301597702553,0.02366550904339076
Arhgap15,0.0914840775779214,0.0005123466204532232
Arhgap22,0.06310084972961083,0.013144644496058027
Arhgap25,0.09348456377449958,0.003618961134003808
Arhgap28,0.30865767968462554,0.026979086851671878
Arhgap36,0.18893928903132476,0.0611224402410577
Arhgef26,0.21164132944307107,0.09564476707541979
Arhgef38,0.08137649820448091,-0.006130211814714301
Arntl,0.1500714453166713,0.044559288010291694
Arsj,0.034664114966143904,0.00286260070242825
Arx,0.1057713572885042,-0.005280038698346408
Asb2,0.3358915564868529,0.04603168451203471
Asb4,0.08317836793763436,0.023708480442716656
Ascl1,0.10246745316017661,-0.003954889851260271
Asic4,0.13786719100447992,0.07464254393170788
Atp10a,0.12070510771681066,0.01833389502715488
Atp6ap1l,0.0838927089929037,0.015141617100152294
Atp6v1c2,0.05502329794001754,0.0013377717204592658
Avpr1a,0.15268523670107226,0.013938958744475044
B020031H02Rik,0.11216913062146225,0.0006552658928700259
B230323A14Rik,0.14210796654164778,0.019558730189171772
B930025P03Rik,0.03743434815943271,-0.00046543335952511184
B9d2,0.2226761417944132,0.028418340546892455
Bace2,0.200993803893005,0.010952500134666211
Baiap3,0.1520278985240151,0.2954202278725357
Barhl1,0.15120493039507757,0.02726784404084798
Barhl2,0.19387868596213784,0.09628289188211878
Barx2,0.23124686693311874,0.018422886031433845
Baz1a,0.09180577769779201,0.003555992875556743
Bcl11a,0.1179360466163276,0.11607877493299674
Bcl11b,0.10292656931176666,0.04452492727597518
Bcl6,0.2053961116188577,0.028657713774094578
Bdnf,0.12288982905439681,0.013726237506541986
Bhlhe22,0.45651150458607315,0.20220157889315526
Bhlhe23,0.08902501850883736,-0.00174918889419276
Blnk,0.027362528746897628,5.924495802650476e-05
Bmp2,0.20881052016642945,0.012406606496927278
Bmp3,0.09716121703125144,0.0047949625080622935
Bmp4,0.35818299325849634,0.07494365017312853
Bmp6,0.3732113936454079,0.15286378493617134
Bmpr1b,0.12264713909920326,0.016226143683946946
Bnc2,0.25443872166929943,0.035379325372152076
Boc,0.16495540954251225,0.056078549713707807
Brs3,0.110752183955996,0.008579672337837284
Bsx,0.1363589375292694,0.0050535826771347355
Bves,0.017724722860539784,0.006504966632952425
C030029H02Rik,0.27806489155109265,0.07749479178141518
C130074G19Rik,0.18106172217661437,0.0329633962014704
C1ql1,0.35976520825973013,0.19576536574818654
