density_gap,density_name,target_slice,target_z,class,n_spots,gene,generated_mean,target_mean,generated_zero_prop,target_zero_prop
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,1700057H15Rik,0.022274721565980427,0.023287208909888626,0.9861626729665879,0.9770502868714142
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,2610028E06Rik,0.020924738440769492,0.02531218359770503,0.9868376645291934,0.9773877826527169
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,2900052N01Rik,0.08437394532568343,0.0941613229834627,0.9483631454606818,0.912588592642592
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,4921534H16Rik,0.03914951063111711,0.026662166722915964,0.9757003037462032,0.974687816402295
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,4921539H07Rik,0.13162335470806616,0.20654741815727304,0.9240634492068849,0.8410394870064124
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,4930426D05Rik,0.13499831252109348,0.28990887613904825,0.9237259534255822,0.8261896726290922
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,4930438E09Rik,0.02632467094161323,0.022612217347283158,0.9834627067161661,0.978400269996625
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,4930452B06Rik,0.2831589605129936,0.3334458319271009,0.8386770165372933,0.7421532230847114
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,4930467D21Rik,0.044211947350658115,0.04893688828889639,0.9726628417144786,0.9534255821802228
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,4930509J09Rik,0.029362132973337833,0.021262234222072223,0.9814377320283496,0.9790752615592305
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,5830418P13Rik,0.04556193047586905,0.06378670266621667,0.9719878501518731,0.9463381707728653
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,6430628N08Rik,0.016874789065136685,0.012149848126898413,0.9892001349983125,0.9878501518731015
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,6530403H02Rik,0.03239959500506244,0.041511981100236246,0.979750253121836,0.9608504893688828
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,9330158H04Rik,0.02531218359770503,0.030374620317246033,0.9841376982787715,0.9719878501518731
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,9630002D21Rik,0.019574755315558554,0.041511981100236246,0.9878501518731015,0.9713128585892676
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,A2m,0.02463719203509956,0.03644954438069524,0.9844751940600742,0.9642254471819103
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,A330076C08Rik,0.04994937563280459,0.10833614579817752,0.9692878839014513,0.9014512318596017
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,A630012P03Rik,0.01451231859601755,0.013162335470806615,0.9908876139048262,0.9868376645291934
10,sparse_gap10,36,2.760884455979676,01 IT-ET Glut,2963,A730046J19Rik,0.029362132973337833,0.02632467094161323,0.9814377320283496,0.9753628079649005
