gene,pearson_r,spearman_rho,generated_mean,target_mean,generated_variance,target_variance,generated_zero_prop,target_zero_prop,generated_moran_i,target_moran_i
1700057H15Rik,-0.0022985734109029913,-0.0007740401200650076,0.008708432849531508,0.006981444056586441,0.01546706233380959,0.007079681265081157,0.9939739114458938,0.9930920448282198,0.15984993072485665,-0.0006482493295021586
2610028E06Rik,0.0026507778711625713,0.0018799737781491983,0.011721477126584605,0.01726988792945067,0.02201950574304018,0.019396772098946996,0.992320411537755,0.9835384898034172,0.1021360709496625,0.0036377277255986162
2900052N01Rik,0.06986071009272105,0.0664813881261453,0.06588278522873416,0.08179312878927063,0.1345901953365217,0.09979527816699077,0.9602792577622634,0.9278339151203381,0.22822206554675858,0.022606206343011477
4921534H16Rik,-0.0029971379745549393,-0.0008541326911064177,0.01260334374425868,0.0199154877824729,0.024349698809316273,0.02069468328576865,0.9918794782289179,0.9806356788535734,0.18537286189696867,0.011452693605609198
4921539H07Rik,0.1084879863949332,0.09720746006209817,0.027742054014330334,0.03509094249494764,0.055339141988593736,0.045103367625131174,0.9827301120705493,0.9696490905750506,0.20575857111458629,0.04567862227106942
4930426D05Rik,0.026791570496797177,0.027745811811074435,0.01929083226162043,0.020540143303325372,0.037805339447434715,0.02239640124541211,0.9877273562373691,0.980488701083961,0.11706628677228313,0.0032828282523798343
4930438E09Rik,-0.0015846406879430508,0.001389123465101218,0.0076060995774389125,0.012456365974646335,0.01364782426557238,0.013183071539012948,0.9948190336211647,0.9879478228917876,0.06917730820312815,0.005882828471525994
4930452B06Rik,0.09401047422359059,0.09841449935228767,0.12408598199522322,0.08561455079919163,0.27220141976133605,0.11561705297209438,0.930773470512585,0.9279074040051443,0.27217371343182106,0.03149995015523625
4930467D21Rik,0.00287734505895736,0.005912077975386617,0.009002388388756201,0.015285688039683998,0.01627023387268935,0.015786924628889303,0.9939004225610877,0.9850817563843469,0.12880605333840692,0.00504537709221063
4930509J09Rik,0.01511250585509897,0.01319714047725006,0.0147345214036377,0.017233143487047586,0.02752494789334032,0.01774453998546743,0.9902627227631821,0.9831343009369833,0.14141375122762137,0.0015432126946334902
5830418P13Rik,0.03560181560146299,0.04104053984321908,0.02175270990262723,0.023222487598750688,0.043620150495588164,0.02540229240629838,0.9865147896380673,0.977953334558148,0.19958375965273145,0.006657572197755993
6430628N08Rik,0.039557846497427995,0.028655110494658804,0.013007532610692632,0.01851919897115561,0.0254784248927364,0.021924171365732572,0.9916222671320962,0.9829873231673709,0.17604109335889556,0.016836805849364655
6530403H02Rik,0.05290664188821646,0.04402476528901989,0.011611243799375344,0.012346132647437075,0.02154440003525068,0.013002083388957492,0.9922101782105457,0.9879845673341907,0.15317916394521974,0.00468637797244654
9330158H04Rik,0.006569763366295224,0.006385585635354385,0.013705677016351277,0.01660848796619511,0.02512907523324341,0.01802289044420538,0.9908506338416314,0.9841998897666728,0.08440812344465018,0.008955746671023241
9630002D21Rik,0.015342342182109793,0.018776664321689042,0.007716332904648172,0.009810766121624105,0.013682879665271847,0.010228937183378802,0.9946720558515525,0.9904464449751975,0.11551485333809809,0.0038145924887325526
A2m,0.04872026333691613,0.0433966828840542,0.054198052544552636,0.032482087084328495,0.148927351552391,0.03826146738992394,0.974095168105824,0.9699430461142752,0.5177972062111412,0.010933811089341787
A330076C08Rik,0.05892781935636254,0.03561733992095653,0.018298732316737093,0.02553738747014514,0.03618913214424979,0.029368051284521596,0.9883887562006246,0.9764100679772184,0.09693670096716941,0.00992745524511854
A630012P03Rik,-0.0034460362115204812,-0.002356211105801883,0.0074958662502296524,0.010104721660848796,0.012804366830231478,0.010002616260998935,0.9946720558515525,0.9898952783391513,0.12004350512330939,-0.0016240354547725252
A730046J19Rik,0.003602756165349993,0.0035069851319391243,0.011501010472166085,0.012713577071467941,0.02224509218160527,0.019092452777258025,0.9926511115193827,0.9891971339334925,0.07856475102372101,0.02723479186871805
A830009L08Rik,0.05964840758013946,0.05770557232328267,0.027631820687121073,0.021275032151387104,0.055088034938252144,0.023174049472127138,0.9828403453977586,0.9798273011207055,0.29485537256740174,0.03400159426672776
A830019P07Rik,0.012806326277764077,0.014262035139135832,0.014991732500459305,0.011427521587359912,0.027994979722191567,0.011811355531378336,0.9901892338783759,0.9888296895094617,0.10333728227753188,0.0035059587047329963
A830036E02Rik,0.5405695165022101,0.5627181424796421,0.48285871761896015,0.3952232224875987,2.170191203076834,1.5441844210502838,0.8512584971523057,0.8410802866066508,0.6359889981287952,0.24012993684198933
AW551984,0.4198896871829548,0.40712590801142307,0.08583501745361014,0.1767775124012493,0.24830018001959134,0.7073497478542824,0.9606834466286974,0.9262539040970054,0.41669171128965365,0.3201502296303772
Abca8a,0.25315541416927523,0.2500203118602625,0.15708249127319493,0.31692081572662134,0.4126941888594089,1.210786623713313,0.9258497152305714,0.8668013962888114,0.18405106901729565,0.04673527312142233
Abcc9,0.1373823125244808,0.10881046613567966,0.18589013411721478,0.266250229652765,1.1623950693188192,2.9376722702897067,0.9553922469226529,0.9290097372772368,0.11199511059408224,-0.0004725629732299652
Abhd12b,0.0044380381577994316,0.006760487508138019,0.009406577255190153,0.009480066139996326,0.017254893118603235,0.009831127794813923,0.9936799559066691,0.9907036560720192,0.0860047587062942,-0.0015660264951419792
Abi3bp,0.30688485585551734,0.2512424960564883,0.08682711739849348,0.1260334374425868,0.19488618488283965,0.2899028223249993,0.952011758221569,0.9190519933860004,0.4176590910011384,0.12269214509997604
Acsbg1,0.5807804603614639,0.37199761445696056,1.498548594525078,2.193643211464266,9.580734619489721,18.531600230595746,0.6314532426970421,0.5073672607018188,0.18354396959689886,0.050417009049235136
Acta2,0.2282105066762357,0.1989725105729843,0.35836854675730295,0.4130810214954988,4.5243370039859085,13.479703955773346,0.9360279257762264,0.9284585706411905,0.6234661262009714,0.2595778537519223
Actn2,0.6443412448582233,0.6275854578863412,1.074701451405475,0.4900973727723682,8.096091565285082,1.956681287596983,0.782987323167371,0.8174536101414661,0.6005408443261087,0.30092539938771795
Acvr1c,0.27466623704419424,0.30689086366090046,0.13966562557413192,0.38537571192357156,0.3148311944586713,1.049207405230627,0.9246371486312696,0.811501010472166,0.5184771916591933,0.17965075762495877
Adad1,0.0068531782903048085,0.0012773965460507691,0.02013595443689142,0.016571743523792027,0.03898458559500007,0.017840387421312418,0.9872129340437259,0.9840896564394636,0.134162108499084,0.00598614578289269
Adam12,0.16502620525286704,0.15190575075741874,0.05004593055300386,0.08660665074407496,0.11030084301254328,0.17559684454144686,0.971559801580011,0.9424949476391695,0.24533725476433893,0.06558217925383818
Adam18,0.02249904720591046,0.020322551744903574,0.01653499908138894,0.017527099026272277,0.032723103083366,0.018616188637314825,0.9895645783575234,0.9831343009369833,0.06379598405769721,0.006860239971444661
Adam33,0.14051027368745544,0.14752755270629833,0.03751607569355135,0.030020209443321698,0.08446430596047828,0.0448456178168758,0.9789086900606283,0.975822156898769,0.49848905067577226,0.06860314837102303
Adamts12,0.012383631940997224,0.008883270388281675,0.014550799191622266,0.0166452324085982,0.028375450432504994,0.01702956860991112,0.9907771449568252,0.9836854675730295,0.09715061034229347,0.009952332989983619
Adamts16,0.18934306347358254,0.20923000486281823,0.12926694837405842,0.11963990446444975,0.29598526090849564,0.19630543711399542,0.9308102149549881,0.9121807826566232,0.24372789828023533,0.03792237524833194
Adamts18,0.11922088796390527,0.10625006958704555,0.06103251883152673,0.06922652948741503,0.12888572427790154,0.0877301935860349,0.9640639353297814,0.9397758589013412,0.24932308481174179,0.03302846102450553
Adamts19,0.02991359340518578,0.022636598093117688,0.010876354951313614,0.0204666544185192,0.02126697038158079,0.03415763635822593,0.9929818115010105,0.9826566231857432,0.06837505694155499,0.06555164921899001
Adamts2,0.07257041912386616,0.07583103790098973,0.0532059525996693,0.08807642844019842,0.11129736471193533,0.13653796807013935,0.9684365239757486,0.9319492926694838,0.3529132626836253,0.037302428670644885
Adamts9,0.11541923469741373,0.11529132582093425,0.067940474003307,0.06867536285136873,0.14960051675802957,0.09783743328427262,0.9616755465735808,0.9427521587359912,0.2752888078734345,0.0346025381133184
Adamtsl1,0.20092988273239562,0.23828293098712247,0.1361749035458387,0.16814256843652398,0.3139935993922163,0.32351936824672656,0.9279074040051443,0.8919713393349256,0.5103068568260103,0.08699615361427554
Adamtsl3,0.03633524773892281,0.055714946877996024,0.0223773654234797,0.030828587176189602,0.04715679531353473,0.04435549569572754,0.9866617674076796,0.9730295792761345,0.1786624143276286,0.050266805275494784
Adcy2,0.5267241206851629,0.5129374237566545,1.077677751240125,1.847179864045563,4.8318864315266765,12.134904319487772,0.6846959397391145,0.5603160022046666,0.38404877726529596,0.20949596189351516
Adcy7,0.18216819298817005,0.18225463935155017,0.12243248208708433,0.06841815175454713,0.29028311481498953,0.09702757308230443,0.9361014146610325,0.9440749586625024,0.14062114137579185,0.00965391943534141
Adcy8,0.4096571082418106,0.43441654531277024,0.4069814440565864,0.6417049421275032,1.191558828793369,2.479047028870508,0.8320411537754915,0.7495866250229652,0.3394257918080947,0.154982020706096
Adcyap1,0.19774750032415547,0.17664842642603826,0.03795700900238839,0.08355686202461877,0.10985818150660033,0.41469747182630007,0.9809296343927981,0.9552085247106376,0.18748294510239347,0.07254895418630761
Adgrd1,0.09900271557515872,0.07044880784938139,0.032482087084328495,0.05118500826749954,0.07074355447423686,0.17379016290606025,0.9811133566048135,0.9650927797170678,0.16280749848389403,0.12238444444565069
Adgrf5,0.5205977652307255,0.5906859840681268,0.40334374425868086,0.9710821238287709,1.834557990786657,8.297418395422149,0.8806540510747749,0.8158368546757303,0.0332470840437814,0.024418397602364167
Adgrg2,0.007533984859915562,-0.00013954096002116885,0.019254087819217343,0.02248759875068896,0.0375495446622564,0.024480528736536847,0.9877273562373691,0.9787249678486128,0.1115469930260892,0.01103179249962814
Adgrg6,0.14770807131128938,0.10958617839956497,0.022965276501929085,0.0398309755649458,0.05021667103382898,0.08990715496922058,0.9866617674076796,0.9736174903545839,0.22972396365058523,0.07820051572879674
Adgrl2,0.48426526236474327,0.4495009944651589,0.870108396105089,1.8961969502112805,2.73245758516317,10.160343795124719,0.6820135954436891,0.502333272092596,0.3576412887196079,0.18618010618128847
Adgrv1,0.4353286631876728,0.2703509215832918,0.06753628513687304,0.09252250597097189,0.17864664001157324,0.23586361675431022,0.966893257394819,0.9424214587543635,0.5505490644081046,0.315186091413473
Adh5,0.0340088279299024,0.03165681867753094,0.28535733970237004,0.19555392246922654,0.5699031747149786,0.2330796261113773,0.8392430644864964,0.8365974646334742,0.27655000047152256,0.01738814640079925
Adora1,0.3775320878478092,0.3372990049715548,0.7313613815910344,1.43523792026456,1.7567879133125544,4.4944922592152174,0.6821973176557046,0.47650192908322614,0.4767667626078474,0.17928210935471772
Adora2a,0.3653416872564221,0.42738078887017916,1.0368546757302959,0.8174903545838692,14.953225602058886,9.805933293820745,0.8576520301304428,0.8434686753628514,0.5221155925801245,0.2100444525486466
Adra1a,0.2510396599080832,0.1890081917390699,0.1227631820687121,0.29050156163880214,0.2989839503473751,0.9227005200686693,0.9354400146977769,0.8361565313246372,0.1237696230136918,0.04815636127309202
Adra1b,0.19664671943422615,0.14813583886591966,0.08160940657725518,0.12926694837405842,0.16850066169370675,0.20882744352836735,0.9515340804703288,0.9009369832812787,0.21682622299844692,0.0804576342274131
Adra2a,0.29017925458932947,0.23287952529220934,0.17321330148814992,0.29818115010104723,0.42680406014263156,0.8856608475810086,0.9136138159103435,0.8355318758037846,0.36395355043115146,0.12493416240756611
Aff2,0.2622108261020373,0.26051769475217557,0.19276134484659196,0.3359176924490171,0.4515441478937945,0.7758603878603958,0.9001653499908139,0.8086716884071284,0.2387594697991893,0.12013210725043691
Agt,0.7316820876666547,0.4704746928866579,0.6608487966195113,0.9112254271541429,8.264252595729198,19.796638641628313,0.8840345397758589,0.8437993753444791,0.24224369982883154,0.1841900141502515
Agtr1a,0.020521696663366517,0.025392900347754734,0.0128238103986772,0.02289178761712291,0.023829670776087088,0.02640964234116779,0.991475289362484,0.9789454345030314,0.06754469819527328,0.014457315757878113
Agtr2,0.01698291274424075,0.024149345839438167,0.025757854124563658,0.02278155428991365,0.05037456344883809,0.02387931053976763,0.9837222120154326,0.9779900790005511,0.11608832757942622,0.0020352784104076664
Akain1,0.08650178704878422,0.08474215868412667,0.04361565313246372,0.02234062098107661,0.09594812492115413,0.025515961875596894,0.9750137791659012,0.9793496233694654,0.06690482939548058,0.013569043758325735
Akr7a5,0.039267056078815823,0.04547961003177209,0.1306999816277788,0.1132463714863127,0.2625794659324178,0.12834740705780995,0.9220650376630535,0.8992099944883336,0.22952888906708926,0.012516042366738128
Aldh1a3,0.06711419729931183,0.058082393430641435,0.029616020576887746,0.03589932022781554,0.059677732405454695,0.043502714096532974,0.9817747565680691,0.9677751240124931,0.26504612085480633,0.043726599048527395
Aldh1l1,0.4045304130936565,0.3120459996924021,0.6010655888296895,0.527429726253904,1.9862490941724804,1.521119739457262,0.7710086349439648,0.7471982362667646,0.1590209715274116,0.029714719977509768
Aldh3b2,0.018103626245196115,0.011574679046562347,0.014220099209994489,0.012015432665809296,0.02776030944722243,0.01297339531575012,0.9909241227264376,0.9884989895278339,0.10756449418471403,0.002936831200815831
Alk,0.24900715266937046,0.23904027691082166,0.14694102516994303,0.19650927797170678,0.4527423421032115,0.72897550547223,0.9368363035090943,0.9053830608120522,0.1458395845802615,0.03705765030089852
Alox8,0.06510078758449758,0.055671211462121645,0.029432298364872312,0.03075509829138343,0.06090114749250839,0.03723159958587363,0.9822524343193092,0.9722579459856696,0.11318252271165885,0.009625396639825586
Alpk2,0.012762259141047628,0.013742163589544063,0.03777328679037296,0.054381774756568066,0.0744871968097651,0.05936119688995817,0.9764100679772184,0.9492191805989344,0.2789070419452717,0.010777511715045875
Amigo2,0.27402481704772563,0.139643689763763,0.10791842733786515,0.07356237369097923,0.3340820716118245,0.1520752573167044,0.9484475473084696,0.9451038030497887,0.333764978100978,0.0919590814685408
Angpt1,0.10082614599287118,0.06844360984272004,0.03593606467021863,0.06474370751423847,0.07359377287357785,0.08472980295279062,0.9781738012125666,0.9444791475289362,0.22495996558477452,0.026610047706306813
Ankfn1,0.35119737168889714,0.33036190820253714,0.12779717067793497,0.1759323902259783,0.3631644843055793,0.5709217606318859,0.9424949476391695,0.9147161491824362,0.4763708993883703,0.2023935638226146
Ankrd63,0.4126204369076569,0.42729312507887485,0.3859268785596179,0.3942678669851185,1.1434727170488241,1.0320597386460333,0.8429542531692081,0.800808377732868,0.5491332861364461,0.215172075523805
Ano1,0.13734875063171836,0.18039730518419883,0.10740400514422194,0.08109498438361198,0.34073334899726054,0.23332806795756514,0.9564210913099394,0.9539592136689325,0.3115940023620412,0.05294023046775631
Ano2,0.41292678999676885,0.33562040122449327,0.18331802314899873,0.09281646151019658,0.7076401389857653,0.18929067125576635,0.9262906485394085,0.938012125665993,0.5412946126214216,0.18205059952482677
Antxr2,0.047080853340479935,0.047649109762591284,0.030350909424949477,0.030240676097740216,0.062352752115142095,0.03402946623447418,0.9815910343560537,0.9717435237920264,0.28614954591723324,0.008419848234428479
Anxa2,0.36669172172063247,0.3428118878866569,0.25496968583501745,0.21106007716332906,0.7704488462245542,0.5681304764566918,0.8950946169391879,0.886239206320044,0.455429091900747,0.16382616124083538
