density_gap,density_name,target_slice,target_z,class,n_spots,gene,generated_mean,target_mean,generated_zero_prop,target_zero_prop
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,1700057H15Rik,0.010885885885885885,0.018581081081081082,0.9926801801801802,0.9816066066066066
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,2610028E06Rik,0.005067567567567568,0.012387387387387387,0.9960585585585585,0.987987987987988
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,2900052N01Rik,0.07939189189189189,0.14808558558558557,0.9519519519519519,0.8716216216216216
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,4921534H16Rik,0.012575075075075074,0.03303303303303303,0.9917417417417418,0.9686561561561562
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,4921539H07Rik,0.039602102102102105,0.10097597597597598,0.9754129129129129,0.9115990990990991
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,4930426D05Rik,0.014827327327327328,0.03340840840840841,0.9908033033033034,0.9688438438438438
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,4930438E09Rik,0.010322822822822823,0.020833333333333332,0.9932432432432432,0.9795420420420421
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,4930452B06Rik,0.20645645645645647,0.2708333333333333,0.8830705705705706,0.7954204204204204
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,4930467D21Rik,0.02702702702702703,0.03753753753753754,0.9832957957957958,0.9647147147147147
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,4930509J09Rik,0.012762762762762763,0.017642642642642644,0.9917417417417418,0.9827327327327328
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,5830418P13Rik,0.062124624624624626,0.09102852852852852,0.9628378378378378,0.9204204204204204
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,6430628N08Rik,0.007695195195195195,0.012575075075075074,0.9945570570570571,0.987424924924925
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,6530403H02Rik,0.019894894894894894,0.040728228228228226,0.9876126126126126,0.9662162162162162
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,9330158H04Rik,0.02515015015015015,0.024962462462462462,0.9844219219219219,0.9752252252252253
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,9630002D21Rik,0.011824324324324325,0.02177177177177177,0.9924924924924925,0.9804804804804805
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,A2m,0.014827327327327328,0.033783783783783786,0.9904279279279279,0.9671546546546547
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,A330076C08Rik,0.030968468468468468,0.05274024024024024,0.9806681681681682,0.9502627627627628
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,A630012P03Rik,0.0037537537537537537,0.019144144144144143,0.9968093093093093,0.9808558558558559
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,A730046J19Rik,0.018018018018018018,0.02177177177177177,0.9887387387387387,0.9793543543543544
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,A830009L08Rik,0.05442942942942943,0.13551051051051052,0.9664039039039038,0.8834459459459459
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,A830019P07Rik,0.016891891891891893,0.018018018018018018,0.9893018018018018,0.9821696696696697
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,A830036E02Rik,1.1360735735735736,2.5424174174174174,0.6670420420420421,0.5039414414414415
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,AW551984,0.024399399399399398,0.04110360360360361,0.9847972972972973,0.9632132132132132
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,Abca8a,0.05611861861861862,0.08821321321321321,0.9671546546546547,0.9320570570570571
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,Abcc9,0.0350975975975976,0.05874624624624625,0.9795420420420421,0.9536411411411412
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,Abhd12b,0.014827327327327328,0.027777777777777776,0.9906156156156156,0.972972972972973
3,dense_gap3,104,9.105147497678178,01 IT-ET Glut,5328,Abi3bp,0.11392642642642643,0.25075075075075076,0.9343093093093093,0.8414039039039038
